source,target,maxDelay,minDelay,stdDev,connections,avgDelay
Darmstadt Hbf,Köln Hbf,72.0,-34.0,15.63817,1.0,5.58333
Frankfurt am Main Flughafen Fernbahnhof,Bonn Hbf,38.0,-51.0,12.93578,1.0,4.43333
Mainz Hbf,Frankfurt (Main) Hbf,90.0,-18.0,21.89484,1.0,14.15
Kassel-Wilhelmshöhe,Treysa,14.0,-15.0,5.04889,1.0,0.40909
Kiel Hbf,Fulda,31.0,0.0,4.14255,1.0,0.55357
Fulda,Hamburg-Harburg,54.0,-32.0,9.0088,1.0,1.92857
Celle,Neumünster,0.0,-45.0,8.07672,1.0,-2.69643
Neumünster,Hannover-Messe / Laatzen,0.0,0.0,0.0,1.0,0.0
Hannover-Messe / Laatzen,Hamburg Dammtor,6.0,-1.0,0.81524,1.0,0.08929
Hamburg Hbf,Hannover Hbf,35.0,-15.0,6.2613,1.0,-0.67857
Kassel-Wilhelmshöhe,Frankfurt (Main) Hbf,225.0,-45.0,39.70292,3.0,5.40805
Bensheim,Esslingen (Neckar),0.0,0.0,0.0,1.0,0.0
Esslingen (Neckar),Heidelberg Hbf,21.0,0.0,5.54639,2.0,2.74167
Ulm Hbf,Biberach (Riß),0.0,0.0,0.0,1.0,0.0
Biberach (Riß),Aulendorf,0.0,0.0,0.0,1.0,0.0
Aulendorf,Ravensburg,0.0,0.0,0.0,1.0,0.0
Ravensburg,Friedrichshafen Stadt,0.0,0.0,0.0,1.0,0.0
Berlin Hbf,Leipzig Hbf,17.0,-64.0,14.79287,2.0,-5.175
München Hbf,Berlin Ostbahnhof,0.0,0.0,0.0,1.0,0.0
Berlin Ostbahnhof,Göttingen,26.0,0.0,5.30723,2.0,0.30952
Köln Messe/Deutz,Köln/Bonn Flughafen,13.0,-1.0,3.27974,3.0,1.26901
Bruchsal,Vaihingen (Enz),2.0,-3.0,0.9267,1.0,-0.28
Vaihingen (Enz),Esslingen (Neckar),14.0,-3.0,2.25479,1.0,-0.24
Ulm Hbf,Günzburg,94.0,-186.0,28.04914,6.0,-0.84571
Günzburg,Augsburg Hbf,112.0,-20.0,21.24326,7.0,0.73632
Leipzig Hbf,Weißenfels,27.0,-5.0,6.99637,5.0,0.28094
Weißenfels,Naumburg (Saale) Hbf,48.0,-2.0,6.6413,5.0,-0.04013
Naumburg (Saale) Hbf,Jena Paradies,25.0,-14.0,7.57935,6.0,0.22531
Jena Paradies,Jena-Göschwitz,4.0,-152.0,30.70878,6.0,-0.76543
Jena-Göschwitz,Rudolstadt (Thür),6.0,-2.0,3.10932,5.0,0.33445
Rudolstadt (Thür),Saalfeld (Saale),4.0,-3.0,2.40572,5.0,-0.86622
Saalfeld (Saale),Ludwigsstadt,3.0,-3.0,2.05235,5.0,-0.65886
Ludwigsstadt,Kronach,6.0,-37.0,5.20426,5.0,-0.23746
Kronach,Lichtenfels,6.0,-2.0,2.37503,5.0,-0.04348
Lichtenfels,Bamberg,19.0,-3.0,4.82771,5.0,1.14047
Nürnberg Hbf,Ansbach,23.0,-17.0,7.34712,7.0,-0.33652
Ansbach,Crailsheim,25.0,-6.0,7.43485,7.0,0.14797
Schwäbisch Gmünd,Schorndorf,12.0,-4.0,3.53838,2.0,-0.96639
Schorndorf,Stuttgart Hbf,39.0,-9.0,7.88255,2.0,3.40336
Pforzheim Hbf,Karlsruhe Hbf,76.0,-3.0,23.99381,6.0,3.86944
Wanne-Eickel Hbf,Dortmund Hbf,29.0,-27.0,7.59065,1.0,-2.90385
Frankfurt (Main) Hbf,Halle (Saale) Hbf,8.0,-34.0,6.70457,1.0,-6.43103
Halle (Saale) Hbf,Hanau Hbf,35.0,0.0,7.61768,1.0,9.37931
Fulda,Eisenach,67.0,-17.0,13.54027,3.0,1.08025
Eisenach,Erfurt Hbf,150.0,-39.0,34.44078,5.0,4.81915
Essen Hbf,Hamburg-Harburg,38.0,-53.0,12.46985,1.0,-9.16667
Hamburg-Harburg,Münster (Westf) Hbf,18.0,-52.0,7.14111,1.0,-0.56667
Münster (Westf) Hbf,Solingen Hbf,52.0,-19.0,8.24272,1.0,1.7
Solingen Hbf,Hamburg Hbf,92.0,-9.0,24.25962,2.0,12.10526
Duisburg Hbf,Köln Messe/Deutz,51.0,-10.0,8.8819,1.0,8.4
München Hbf,Düsseldorf Hbf,25.0,0.0,5.20916,1.0,5.51667
Berlin-Spandau,Eisenach,59.0,-10.0,8.10722,1.0,0.73214
Eisenach,Berlin Ostbahnhof,14.0,-59.0,8.20483,1.0,-0.66071
Berlin Ostbahnhof,Erfurt Hbf,66.0,0.0,13.42512,1.0,7.85714
Berlin Gesundbrunnen,Berlin-Lichtenberg,5.0,-19.0,3.4716,2.0,-0.3
Berlin-Lichtenberg,Dresden-Neustadt,88.0,-2.0,14.358,1.0,6.18333
Dortmund Hbf,Gelsenkirchen Hbf,14.0,-160.0,37.92896,2.0,-16.63333
Darmstadt Hbf,Frankfurt am Main Flughafen Fernbahnhof,13.0,-2.0,2.22125,1.0,0.88136
Solingen Hbf,Oberhausen Hbf,20.0,-4.0,3.81181,2.0,0.39496
Oberhausen Hbf,Wuppertal Hbf,3.0,-21.0,3.55869,2.0,-0.54622
Essen Hbf,Unna,11.0,-29.0,7.80022,1.0,-2.86441
Unna,Bochum Hbf,29.0,-11.0,8.03445,1.0,3.38983
Berlin Südkreuz,Leipzig Hbf,9.0,-71.0,17.11598,4.0,-5.17874
Frankfurt (Main) West,Bad Nauheim,37.0,-4.0,5.87665,3.0,0.44706
Dillenburg,Lennestadt-Altenhundem,53.0,-276.0,38.73089,2.0,-0.13636
Lennestadt-Altenhundem,Schwerte (Ruhr),65.0,-57.0,17.03845,1.0,4.25926
Schwerte (Ruhr),Unna,11.0,-2.0,2.74565,2.0,0.35455
Unna,Dortmund Hbf,55.0,-91.0,22.3857,1.0,-5.88889
Hamm (Westf) Hbf,Münster (Westf) Hbf,139.0,-15.0,32.24641,5.0,2.99652
Osnabrück Hbf,Bünde (Westf),19.0,-1.0,3.94235,1.0,3.31667
Bünde (Westf),Hannover Hbf,7.0,-4.0,2.68133,1.0,-0.78333
Hannover Hbf,Berlin-Lichtenberg,4.0,-48.0,7.34893,1.0,-3.4
Berlin-Lichtenberg,Wolfsburg Hbf,2.0,0.0,0.28671,1.0,0.05
Uelzen,Hannover Hbf,84.0,-107.0,22.52214,3.0,-0.53107
Celle,Göttingen,27.0,-43.0,8.60987,2.0,0.53782
Bonn Hbf,Düsseldorf Hbf,19.0,0.0,2.49482,1.0,0.32759
Braunschweig Hbf,Magdeburg-Buckau,0.0,-62.0,14.66942,1.0,-9.03448
Magdeburg-Buckau,Magdeburg Hbf,62.0,0.0,15.84431,1.0,10.36207
Halle (Saale) Hbf,Frankfurt (Main) Hbf,0.0,-44.0,7.28123,1.0,-2.03448
Mainz Hbf,Leipzig Hbf,44.0,0.0,7.70919,1.0,2.15517
Frankfurt (Main) Hbf,Bad Hersfeld,4.0,-90.0,21.80137,1.0,-18.89831
Anklam,Neustrelitz Hbf,10.0,-54.0,7.09522,1.0,-1.71667
Neustrelitz Hbf,Pasewalk,51.0,-9.0,7.03364,1.0,3.95
Bochum Hbf,Düsseldorf Hbf,17.0,-24.0,5.37372,1.0,-1.06667
Düsseldorf Hbf,Dortmund Hbf,54.0,-33.0,16.20212,2.0,0.02521
Düsseldorf Flughafen,Hagen Hbf,0.0,-14.0,2.30303,1.0,-0.86667
Hagen Hbf,Duisburg Hbf,20.0,0.0,3.83159,1.0,1.88333
Berlin Gesundbrunnen,Neustrelitz Hbf,0.0,-33.0,9.2825,1.0,-10.36207
Neustrelitz Hbf,Ribnitz-Damgarten West,0.0,0.0,0.0,1.0,0.0
Ribnitz-Damgarten West,Bernau (b Berlin),32.0,0.0,9.4426,1.0,10.17241
Aachen Hbf,Köln Hbf,4.0,-7.0,2.40621,1.0,-0.8
Düsseldorf Hbf,Essen Hbf,17.0,-1.0,3.77963,1.0,2.55
Solingen Hbf,Berlin Ostbahnhof,0.0,-34.0,4.68858,1.0,-1.01667
Berlin Ostbahnhof,Münster (Westf) Hbf,63.0,0.0,13.98582,1.0,9.91667
Essen Hbf,Bremen Hbf,0.0,-68.0,14.39549,1.0,-8.41667
Bremen Hbf,Münster (Westf) Hbf,66.0,-10.0,14.976,3.0,3.63483
Hamm (Westf) Hbf,Wuppertal Hbf,108.0,-86.0,27.07881,2.0,2.58333
Wuppertal Hbf,Dortmund Hbf,105.0,-127.0,32.41719,2.0,9.94167
Berlin-Spandau,Berlin Südkreuz,34.0,-25.0,9.26281,1.0,3.71667
Berlin Südkreuz,Wolfsburg Hbf,23.0,-29.0,8.30252,1.0,-3.51667
Braunschweig Hbf,Lutherstadt Wittenberg Hauptbahnhof,25.0,-24.0,4.601,1.0,-0.18333
Lutherstadt Wittenberg Hauptbahnhof,Hildesheim Hbf,25.0,-26.0,4.842,1.0,0.25
Hildesheim Hbf,Leipzig Hbf,25.0,-25.0,4.73668,1.0,-0.26667
Leipzig Hbf,Göttingen,26.0,-23.0,4.57884,1.0,0.18333
Kassel-Wilhelmshöhe,Halle (Saale) Hbf,43.0,-23.0,7.81891,1.0,2.51667
Bergen auf Rügen,Berlin Hbf,0.0,-19.0,2.60985,1.0,-0.35849
Berlin Hbf,Stralsund Hbf,0.0,-26.0,3.66405,1.0,-2.18868
Hamburg Hbf,Berlin Südkreuz,26.0,0.0,5.06102,1.0,2.03774
Montabaur,Frankfurt am Main Flughafen Fernbahnhof,197.0,-15.0,38.84523,1.0,26.21667
Riesa,Döbeln Hbf,7.0,-1.0,0.92279,1.0,0.10169
Döbeln Hbf,Dresden-Neustadt,52.0,-15.0,13.24344,1.0,11.55932
Dresden Hbf,Freiberg (Sachs),18.0,-40.0,6.47108,2.0,-0.24576
Freiberg (Sachs),Chemnitz Hbf,55.0,-12.0,9.03936,2.0,0.27119
Bremen Hbf,Oldenburg (Oldb) Hbf,5.0,-4.0,2.0788,1.0,-0.10714
Oldenburg (Oldb) Hbf,Frankfurt (Main) Hbf,0.0,0.0,0.0,1.0,0.0
Hannover Hbf,Berlin Gesundbrunnen,26.0,-78.0,19.66266,2.0,-7.80833
Heidelberg Hbf,Heppenheim (Bergstr),49.0,-9.0,7.7247,1.0,2.46939
Heppenheim (Bergstr),Bensheim,8.0,-7.0,1.77401,1.0,0.2449
Berlin-Spandau,Berlin Zoologischer Garten,104.0,-160.0,34.8596,3.0,-9.37778
Berlin Zoologischer Garten,Berlin Hbf,164.0,-13.0,34.22082,3.0,11.82222
Münster (Westf) Hbf,Wanne-Eickel Hbf,22.0,-46.0,8.37166,1.0,-1.5
Wanne-Eickel Hbf,Köln Messe/Deutz,12.0,-123.0,18.35704,2.0,-5.48113
Köln Messe/Deutz,Gelsenkirchen Hbf,123.0,-10.0,17.74176,2.0,4.26415
Hamburg Hbf,Bremen Hbf,98.0,-18.0,17.14459,2.0,1.76471
Dortmund Hbf,Solingen Hbf,11.0,-56.0,16.45204,2.0,-7.37288
Köln/Bonn Flughafen,Frankfurt am Main Flughafen Fernbahnhof,24.0,-8.0,5.28346,1.0,-1.51667
Darmstadt Hbf,Karlsruhe Hbf,0.0,-16.0,2.34601,1.0,-0.57692
Karlsruhe Hbf,Bensheim,47.0,0.0,6.97182,1.0,1.46154
Bensheim,Mannheim Hbf,82.0,-46.0,19.07838,4.0,1.72398
Gäufelden,München-Pasing,1.0,-66.0,9.576,1.0,-3.57692
München-Pasing,Bondorf (b Herrenberg),66.0,0.0,10.16315,1.0,4.65385
Bondorf (b Herrenberg),München Hbf,0.0,-66.0,10.30974,1.0,-4.55769
München Hbf,Horb,66.0,0.0,10.4361,1.0,5.09615
Oberndorf (Neckar),Rottweil,5.0,-1.0,0.99422,2.0,0.22727
Rottweil,Spaichingen,3.0,-1.0,0.92861,2.0,0.39394
Spaichingen,Tuttlingen,4.0,-12.0,2.1599,2.0,0.42424
Engen,Singen (Hohentwiel),3.0,-2.0,1.1249,2.0,-0.36364
Angermünde,Berlin Hbf,0.0,0.0,0.0,1.0,0.0
Berlin Südkreuz,Eberswalde Hbf,0.0,-73.0,15.73736,1.0,-11.16071
Berlin Gesundbrunnen,Halle (Saale) Hbf,79.0,0.0,18.33073,1.0,10.35714
Erfurt Hbf,Coburg,256.0,-4.0,33.62985,2.0,2.58621
Coburg,Nürnberg Hbf,71.0,-5.0,10.18574,1.0,3.32143
Augsburg Hbf,München Hbf,66.0,-8.0,11.91944,2.0,0.12069
Göttingen,Esslingen (Neckar),0.0,-29.0,4.02518,1.0,-0.7931
Esslingen (Neckar),Kassel-Wilhelmshöhe,31.0,0.0,4.56641,1.0,1.08621
Unna,Schwerte (Ruhr),2.0,-4.0,1.20998,1.0,-0.86441
Fulda,Friedberg (Hess),69.0,-22.0,11.7235,1.0,1.66667
Friedberg (Hess),Marburg (Lahn),35.0,-69.0,13.1593,1.0,-0.89474
Marburg (Lahn),Hanau Hbf,98.0,0.0,17.89639,1.0,11.92982
Hamm (Westf) Hbf,Karlsruhe Hbf,0.0,-1.0,0.20413,1.0,-0.04167
Karlsruhe Hbf,Wolfsburg Hbf,1.0,-50.0,11.22651,2.0,-1.5625
Wolfsburg Hbf,Mannheim Hbf,53.0,-1.0,11.75351,1.0,3.33333
Mannheim Hbf,Kassel-Wilhelmshöhe,25.0,-106.0,24.96548,1.0,-6.66667
Kassel-Wilhelmshöhe,Berlin Ostbahnhof,0.0,-31.0,6.32785,1.0,-1.29167
Hamburg-Harburg,Bamberg,96.0,-7.0,19.9797,1.0,4.83333
Bamberg,Fulda,59.0,-104.0,25.48653,1.0,-2.20833
Fulda,München Hbf,0.0,-60.0,12.63277,1.0,-3.25
Augsburg Hbf,Frankfurt (Main) Hbf,72.0,-7.0,16.30217,1.0,4.75
Frankfurt (Main) Hbf,Köln Hbf,86.0,-38.0,19.20671,2.0,10.44048
Düsseldorf Hbf,Halle (Saale) Hbf,58.0,-38.0,14.98254,1.0,2.29167
Halle (Saale) Hbf,Duisburg Hbf,37.0,-50.0,13.89401,1.0,-1.5
Duisburg Hbf,Münster (Westf) Hbf,0.0,-12.0,2.88424,1.0,-0.83333
Emden Hbf,Nürnberg Hbf,10.0,-2.0,2.51805,1.0,1.08333
Heide (Holst),Dortmund Hbf,19.0,-42.0,12.4553,1.0,-10.13333
Dortmund Hbf,Itzehoe,43.0,0.0,11.58963,1.0,10.95
Itzehoe,Hamburg Hbf,31.0,-88.0,14.33297,2.0,0.15238
Wiesbaden Hbf,Limburg Süd,11.0,-28.0,4.73643,2.0,-0.22018
Siegburg/Bonn,Köln/Bonn Flughafen,5.0,-6.0,2.54326,2.0,-1.57407
Köln/Bonn Flughafen,Köln Hbf,27.0,0.0,5.07905,1.0,3.4898
Kempten (Allgäu) Hbf,Memmingen,9.0,-6.0,3.3552,1.0,0.11667
Memmingen,Ulm Hbf,28.0,-5.0,6.50085,1.0,1.9
Andernach,Wuppertal Hbf,42.0,-122.0,25.06968,1.0,-15.95
Hagen Hbf,Remagen,122.0,-42.0,25.46481,1.0,15.86667
Bremen Hbf,Oberhausen Hbf,15.0,-56.0,12.25343,1.0,-10.11111
Oberhausen Hbf,Münster (Westf) Hbf,65.0,-5.0,13.11938,1.0,8.2
Solingen Hbf,Düsseldorf Flughafen,19.0,-29.0,8.22115,1.0,1.65
Hannover Hbf,Köln Hbf,84.0,0.0,20.60162,2.0,13.75
Halle (Saale) Hbf,Berlin Gesundbrunnen,32.0,-239.0,33.54112,1.0,-3.9
Berlin Gesundbrunnen,Berlin Südkreuz,317.0,0.0,41.70431,1.0,16.73333
Frankfurt am Main Flughafen Fernbahnhof,Nürnberg Hbf,67.0,-10.0,15.69714,2.0,7.58163
Friedberg (Hess),Frankfurt (Main) West,1.0,-4.0,1.86886,1.0,-1.64706
Hamburg Hbf,Essen Hbf,28.0,-2.0,7.14913,1.0,3.12
Niebüll,Langenhorn (Schlesw),15.0,0.0,2.63285,1.0,0.81667
Langenhorn (Schlesw),Bredstedt,3.0,-15.0,2.67838,1.0,-0.75
Bredstedt,Husum,15.0,-3.0,2.75245,1.0,0.68333
Celle,Hamburg Hbf,110.0,-57.0,26.64556,2.0,7.66667
Rosenheim,Prien am Chiemsee,0.0,0.0,0.0,2.0,0.0
Prien am Chiemsee,Traunstein,0.0,0.0,0.0,2.0,0.0
Traunstein,Freilassing,0.0,0.0,0.0,2.0,0.0
Hamburg-Harburg,Uelzen,58.0,-2.0,7.59779,1.0,1.22034
Friedberg (Hess),Hannover-Messe / Laatzen,14.0,-13.0,2.86297,1.0,0.2
Hannover-Messe / Laatzen,Gießen,9.0,-16.0,2.8453,1.0,-0.35
Uelzen,Bad Bevensen,2.0,-31.0,7.38168,2.0,-2.41667
Bad Bevensen,Lüneburg,30.0,-2.0,7.09378,2.0,1.99167
Hamburg Hbf,Schwerin Hbf,112.0,-29.0,21.0214,4.0,1.00474
Köln/Bonn Flughafen,Köln Messe/Deutz,13.0,-221.0,29.8834,2.0,-0.81356
Duisburg Hbf,Hagen Hbf,60.0,-90.0,28.57257,2.0,-9.48276
Koblenz Hbf,Remagen,22.0,-98.0,17.20702,1.0,-5.91228
Bochum Hbf,Köln Messe/Deutz,74.0,-86.0,21.84632,1.0,-3.33333
Hamburg Dammtor,Frankfurt am Main Flughafen Fernbahnhof,2.0,-49.0,12.442,1.0,-6.01754
Frankfurt am Main Flughafen Fernbahnhof,Hamburg-Altona,113.0,-2.0,18.52246,1.0,7.08772
Hamburg-Altona,Frankfurt (Main) Hbf,0.0,0.0,0.0,1.0,0.0
Lennestadt-Altenhundem,Dortmund Hbf,12.0,-32.0,7.69751,1.0,-3.94643
Dortmund Hbf,Schwerte (Ruhr),64.0,-30.0,15.51312,1.0,6.125
Unna,Hamm (Westf) Hbf,30.0,-5.0,7.52235,1.0,0.82143
Stuttgart Hbf,Ludwigsburg,4.0,-5.0,1.66527,1.0,0.58621
Ludwigsburg,Pforzheim Hbf,14.0,-10.0,2.96934,1.0,0.91379
Pforzheim Hbf,Bruchsal,7.0,-9.0,2.58035,1.0,0.7931
Heidelberg Hbf,Karlsruhe Hbf,9.0,-2.0,2.21609,1.0,0.96552
Frankfurt am Main Flughafen Fernbahnhof,Bad Nauheim,32.0,-11.0,5.66829,1.0,0.89655
Dortmund Hbf,Frankfurt (Main) West,35.0,0.0,7.11253,1.0,3.2069
Ribnitz-Damgarten West,Greifswald,29.0,-2.0,3.83192,1.0,0.83333
Prenzlau,Neustrelitz Hbf,5.0,-22.0,3.75462,1.0,-3.26667
Eberswalde Hbf,Bernau (b Berlin),6.0,-1.0,1.02786,1.0,-0.16667
Bernau (b Berlin),Berlin Gesundbrunnen,6.0,-4.0,2.1032,1.0,0.51667
Neumünster,Hamburg-Altona,0.0,-5.0,0.85354,1.0,-0.18333
Hamburg Hbf,Leipzig Hbf,2.0,-56.0,11.25336,1.0,-7.35
Leipzig Hbf,Berlin-Spandau,62.0,-1.0,14.72872,2.0,5.06723
Halle (Saale) Hbf,Ingolstadt Hbf,171.0,-59.0,28.53787,1.0,-8.11667
Ingolstadt Hbf,Erfurt Hbf,54.0,-39.0,16.80042,1.0,8.51667
Donauwörth,München-Pasing,10.0,-64.0,14.24539,1.0,-6.86667
Kassel-Wilhelmshöhe,Hannover Hbf,52.0,0.0,6.71317,1.0,0.86667
Berlin Südkreuz,Frankfurt am Main Flughafen Fernbahnhof,0.0,0.0,0.0,1.0,0.0
Wolfsburg Hbf,Bonn Hbf,39.0,-8.0,10.11435,1.0,6.25
Magdeburg Hbf,Braunschweig Hbf,21.0,-60.0,11.75638,6.0,-0.42778
Dortmund Hbf,Frankfurt am Main Flughafen Fernbahnhof,0.0,-52.0,12.34819,1.0,-7.88333
Frankfurt (Main) Hbf,Hagen Hbf,59.0,0.0,14.42244,1.0,11.6
München Hbf,Berchtesgaden Hbf,0.0,-15.0,1.93649,1.0,-0.25
Berchtesgaden Hbf,Bischofswiesen,2.0,-1.0,0.65073,1.0,0.31667
Bischofswiesen,Bayerisch Gmain,2.0,0.0,0.59565,1.0,0.46667
Bayerisch Gmain,Bad Reichenhall-Kirchberg,0.0,0.0,0.0,1.0,0.0
Bad Reichenhall-Kirchberg,Bad Reichenhall,0.0,-1.0,0.40337,1.0,-0.2
Bad Reichenhall,Piding,2.0,0.0,0.52373,1.0,0.71667
Piding,Hammerau,4.0,0.0,0.64221,1.0,0.83333
Hammerau,Ainring,0.0,-1.0,0.50169,1.0,-0.55
Ainring,Freilassing,0.0,-1.0,0.50169,1.0,-0.45
Freilassing,Traunstein,10.0,-1.0,2.66697,1.0,2.35
Traunstein,Übersee,5.0,-1.0,0.85354,1.0,0.48333
Übersee,Prien am Chiemsee,1.0,-2.0,0.59636,1.0,-0.51667
Prien am Chiemsee,Rosenheim,9.0,-3.0,1.61656,1.0,-0.21667
Rosenheim,München Ost,38.0,-9.0,6.00064,2.0,-0.125
München Ost,München-Pasing,12.0,0.0,2.43625,1.0,1.88333
Wolfsburg Hbf,Leipzig Hbf,0.0,-15.0,2.05187,1.0,-0.4
Leipzig Hbf,Braunschweig Hbf,58.0,0.0,7.67629,1.0,1.3
Braunschweig Hbf,Eisenach,0.0,-57.0,7.52367,1.0,-1.26667
Eisenach,Hildesheim Hbf,57.0,0.0,7.66944,1.0,1.6
Halle (Saale) Hbf,Lutherstadt Wittenberg Hauptbahnhof,0.0,-76.0,17.69046,1.0,-9.21667
Lutherstadt Wittenberg Hauptbahnhof,Erfurt Hbf,74.0,0.0,17.85437,1.0,9.03333
Duisburg Hbf,Solingen Hbf,16.0,-21.0,4.46784,1.0,-1.26667
Magdeburg Hbf,Magdeburg-Buckau,0.0,-29.0,4.39467,1.0,-1.27273
Magdeburg-Buckau,Helmstedt,30.0,0.0,5.77671,1.0,2.0
Braunschweig Hbf,Peine,1.0,-2.0,0.76409,1.0,-0.43636
Peine,Hannover Hbf,20.0,-2.0,2.97204,1.0,0.61818
Oldenburg (Oldb) Hbf,Osnabrück Hbf,16.0,-48.0,8.70729,1.0,-4.32727
Osnabrück Hbf,Bad Zwischenahn,48.0,-17.0,9.03424,1.0,5.10909
Heidelberg Hbf,Frankfurt am Main Flughafen Fernbahnhof,54.0,-12.0,12.76213,1.0,5.91525
Frankfurt (Main) Hbf,Eisenach,66.0,-93.0,20.83031,1.0,-10.16949
Weimar,Naumburg (Saale) Hbf,73.0,-2.0,13.07802,1.0,3.0
Naumburg (Saale) Hbf,Halle (Saale) Hbf,85.0,-3.0,21.10243,1.0,13.22034
Berlin Ostbahnhof,Berlin Südkreuz,20.0,-13.0,4.14552,1.0,1.03333
Berlin Südkreuz,Berlin-Spandau,14.0,-21.0,4.27646,1.0,-1.5
Wolfsburg Hbf,Lutherstadt Wittenberg Hauptbahnhof,11.0,-3.0,1.49906,1.0,0.08333
Lutherstadt Wittenberg Hauptbahnhof,Braunschweig Hbf,4.0,-12.0,1.64772,1.0,-0.11667
Kassel-Wilhelmshöhe,Leipzig Hbf,11.0,-16.0,3.45835,1.0,-0.65
Halle (Saale) Hbf,Eisenach,13.0,-16.0,4.01899,1.0,-1.51667
Magdeburg Hbf,Berlin Hbf,2.0,-51.0,8.79067,1.0,-4.0
Berlin Gesundbrunnen,Stendal Hbf,48.0,-37.0,9.9816,1.0,1.76271
Bad Kleinen,Bützow,5.0,-6.0,2.21641,2.0,-0.88235
Chemnitz Hbf,Freiberg (Sachs),2.0,-1.0,0.48246,1.0,0.06667
Hude,Osnabrück Hbf,18.0,-11.0,3.49172,1.0,-1.66667
Osnabrück Hbf,Delmenhorst,22.0,-17.0,4.23101,1.0,2.38333
Bremen Hbf,Minden (Westf),7.0,-33.0,6.05024,2.0,-1.975
Nienburg (Weser),Wolfsburg Hbf,24.0,-30.0,7.47839,1.0,-4.65
Hannover Hbf,Stendal Hbf,26.0,-67.0,10.49207,1.0,-3.53333
Stendal Hbf,Braunschweig Hbf,65.0,-27.0,12.30883,1.0,4.13333
Brandenburg Hbf,Berlin-Spandau,25.0,-57.0,11.68923,1.0,-3.35
Berlin-Spandau,Potsdam Hbf,60.0,-24.0,12.49162,1.0,3.6
Potsdam Hbf,Berlin Gesundbrunnen,28.0,-59.0,12.61825,1.0,-2.0
Berlin Gesundbrunnen,Berlin-Wannsee,59.0,0.0,11.09989,1.0,5.25
Köln Messe/Deutz,Limburg Süd,53.0,0.0,6.84714,2.0,0.45833
Neumünster,Hamburg Dammtor,28.0,-22.0,6.93087,1.0,2.38333
Bremen Hbf,Hagen Hbf,24.0,-111.0,17.6105,1.0,-11.65
Hagen Hbf,Osnabrück Hbf,106.0,-13.0,17.00531,1.0,8.85
Osnabrück Hbf,Wuppertal Hbf,26.0,-106.0,18.41655,1.0,-9.48333
Wuppertal Hbf,Münster (Westf) Hbf,107.0,-26.0,20.00184,1.0,11.83333
Bochum Hbf,Gelsenkirchen Hbf,75.0,-71.0,20.38427,1.0,-7.2
Solingen Hbf,Bonn Hbf,146.0,-58.0,29.19772,2.0,2.99167
Bonn-Beuel,Andernach,47.0,0.0,7.44995,1.0,1.7
Andernach,Köln Messe/Deutz,7.0,-47.0,7.43444,1.0,-1.48333
Köln Messe/Deutz,Remagen,47.0,-7.0,7.41389,1.0,1.51667
Köln Hbf,Oberhausen Hbf,15.0,-50.0,7.35268,1.0,-0.65
Oberhausen Hbf,Düsseldorf Hbf,52.0,-10.0,8.77997,2.0,2.35833
Delmenhorst,Osnabrück Hbf,29.0,-12.0,4.48913,1.0,-0.81667
Erfurt Hbf,Berlin Gesundbrunnen,0.0,-181.0,28.05412,1.0,-16.31667
Berlin Ostbahnhof,Leipzig Hbf,27.0,-41.0,6.99071,1.0,-0.66667
Berlin-Spandau,Halle (Saale) Hbf,179.0,-36.0,29.80279,1.0,14.88333
Montabaur,Köln Hbf,123.0,0.0,16.34116,1.0,7.98333
Ulm Hbf,Neu-Ulm,1.0,-6.0,1.08743,1.0,-0.61538
Neu-Ulm,Günzburg,5.0,-1.0,0.99698,1.0,0.57692
Frankfurt am Main Flughafen Fernbahnhof,Wiesbaden Hbf,28.0,-104.0,14.04891,1.0,-11.46667
Hamburg Dammtor,Neumünster,131.0,-4.0,18.15656,2.0,2.74167
Neumünster,Kiel Hbf,24.0,-25.0,6.18984,3.0,0.05294
Ulm Hbf,Nürnberg Hbf,16.0,-90.0,18.08345,1.0,-15.35
Nürnberg Hbf,Stuttgart Hbf,92.0,-11.0,21.51475,1.0,16.88333
Stuttgart Hbf,Würzburg Hbf,16.0,-92.0,21.68518,1.0,-16.08333
Würzburg Hbf,Heidelberg Hbf,48.0,-16.0,12.36708,1.0,5.93333
Leipzig Hbf,Naumburg (Saale) Hbf,15.0,-6.0,3.96947,1.0,-1.44
Erfurt Hbf,Frankfurt (Main) Hbf,264.0,-43.0,61.81333,2.0,18.0
Mannheim Hbf,Neustadt (Weinstr) Hbf,63.0,-7.0,9.14019,2.0,-0.10169
Neustadt (Weinstr) Hbf,Kaiserslautern Hbf,8.0,-3.0,2.2331,2.0,-0.02542
Kaiserslautern Hbf,Homburg (Saar) Hbf,19.0,-3.0,3.42239,2.0,0.90678
Homburg (Saar) Hbf,Saarbrücken Hbf,9.0,-7.0,3.31845,2.0,-1.92373
Hamburg-Altona,Neumünster,0.0,-6.0,1.4591,1.0,-0.44
Ribnitz-Damgarten West,Hamburg Hbf,35.0,-5.0,8.41664,1.0,1.61111
Hamburg Hbf,Lüneburg,6.0,-1.0,2.00734,1.0,0.83333
Hannover Hbf,Rostock Hbf,6.0,0.0,1.41421,1.0,0.33333
Köln Hbf,Bonn-Beuel,13.0,-82.0,22.29727,1.0,-16.86667
Essen Hbf,Köln Hbf,0.0,0.0,0.0,1.0,0.0
Hagen Hbf,Köln Messe/Deutz,67.0,-141.0,35.97142,3.0,-6.67045
